"","week_beginning","areauri","region","deaths"
"1589",2020-11-02,"S12000050","North Lanarkshire",20
"1590",2020-11-02,"S12000006","Dumfries and Galloway",2
"1591",2020-11-02,"S08000026","Shetland",0
"1592",2020-11-02,"S12000028","South Ayrshire",8
"1593",2020-11-02,"S12000010","East Lothian",0
"1594",2020-11-02,"S12000042","Dundee City",7
"1595",2020-11-02,"S92000003","Scotland",209
"1596",2020-11-02,"S12000023","Orkney Islands",0
"1597",2020-11-02,"S08000025","Orkney",0
"1598",2020-11-02,"S12000049","Glasgow City",61
"1599",2020-11-09,"S12000038","Renfrewshire",7
"1600",2020-11-09,"S08000028","Western Isles",0
"1601",2020-11-09,"S12000023","Orkney Islands",1
"1602",2020-11-09,"S08000030","Tayside",13
"1603",2020-11-09,"S12000006","Dumfries and Galloway",3
"1604",2020-11-09,"S12000013","Na h-Eileanan Siar",0
"1605",2020-11-09,"S12000047","Fife",10
"1606",2020-11-09,"S12000036","City of Edinburgh",8
"1607",2020-11-09,"S12000008","East Ayrshire",9
"1608",2020-11-09,"S08000019","Forth Valley",16
"1609",2020-11-09,"S12000019","Midlothian",3
"1610",2020-11-09,"S08000029","Fife",10
"1611",2020-11-09,"S08000015","Ayrshire and Arran",29
"1612",2020-11-09,"S12000045","East Dunbartonshire",15
"1613",2020-11-09,"S12000028","South Ayrshire",7
"1614",2020-11-09,"S12000033","Aberdeen City",3
"1615",2020-11-09,"S12000005","Clackmannanshire",0
"1616",2020-11-09,"S12000030","Stirling",7
"1617",2020-11-09,"S08000025","Orkney",1
"1618",2020-11-09,"S12000026","Scottish Borders",2
"1619",2020-11-09,"S12000011","East Renfrewshire",13
"1620",2020-11-09,"S92000003","Scotland",280
"1621",2020-11-09,"S12000017","Highland",0
"1622",2020-11-09,"S08000024","Lothian",31
"1623",2020-11-09,"S12000027","Shetland Islands",1
"1624",2020-11-09,"S12000034","Aberdeenshire",1
"1625",2020-11-09,"S08000026","Shetland",1
"1626",2020-11-09,"S12000048","Perth and Kinross",3
"1627",2020-11-09,"S12000041","Angus",3
"1628",2020-11-09,"S12000020","Moray",0
"1629",2020-11-09,"S08000022","Highland",0
"1630",2020-11-09,"S12000042","Dundee City",7
"1631",2020-11-09,"S12000014","Falkirk",9
"1632",2020-11-09,"S12000039","West Dunbartonshire",6
"1633",2020-11-09,"S08000031","Greater Glasgow and Clyde",106
"1634",2020-11-09,"S08000016","Borders",2
"1635",2020-11-09,"S12000049","Glasgow City",64
"1636",2020-11-09,"S12000050","North Lanarkshire",32
"1637",2020-11-09,"S12000018","Inverclyde",1
"1638",2020-11-09,"S12000029","South Lanarkshire",32
"1639",2020-11-09,"S12000010","East Lothian",1
"1640",2020-11-09,"S08000017","Dumfries and Galloway",3
"1641",2020-11-09,"S12000035","Argyll and Bute",0
"1642",2020-11-09,"S08000032","Lanarkshire",64
"1643",2020-11-09,"S12000021","North Ayrshire",13
"1644",2020-11-09,"S08000020","Grampian",4
"1645",2020-11-09,"S12000040","West Lothian",19
"1646",2020-11-16,"S12000020","Moray",0
"1647",2020-11-16,"S12000027","Shetland Islands",0
"1648",2020-11-16,"S08000032","Lanarkshire",51
"1649",2020-11-16,"S12000011","East Renfrewshire",5
"1650",2020-11-16,"S12000005","Clackmannanshire",1
"1651",2020-11-16,"S08000030","Tayside",10
"1652",2020-11-16,"S08000015","Ayrshire and Arran",38
"1653",2020-11-16,"S08000026","Shetland",0
"1654",2020-11-16,"S12000047","Fife",8
"1655",2020-11-16,"S12000035","Argyll and Bute",1
"1656",2020-11-16,"S12000017","Highland",1
"1657",2020-11-16,"S92000003","Scotland",249
"1658",2020-11-16,"S08000028","Western Isles",0
"1659",2020-11-16,"S12000013","Na h-Eileanan Siar",0
"1660",2020-11-16,"S08000029","Fife",8
"1661",2020-11-16,"S08000022","Highland",2
"1662",2020-11-16,"S12000036","City of Edinburgh",10
"1663",2020-11-16,"S08000025","Orkney",0
"1664",2020-11-16,"S12000026","Scottish Borders",1
"1665",2020-11-16,"S12000048","Perth and Kinross",1
"1666",2020-11-16,"S12000045","East Dunbartonshire",12
"1667",2020-11-16,"S12000029","South Lanarkshire",30
"1668",2020-11-16,"S08000016","Borders",1
"1669",2020-11-16,"S12000034","Aberdeenshire",2
"1670",2020-11-16,"S12000006","Dumfries and Galloway",4
"1671",2020-11-16,"S08000017","Dumfries and Galloway",4
"1672",2020-11-16,"S12000008","East Ayrshire",7
"1673",2020-11-16,"S12000033","Aberdeen City",5
"1674",2020-11-16,"S08000024","Lothian",31
"1675",2020-11-16,"S12000041","Angus",3
"1676",2020-11-16,"S12000039","West Dunbartonshire",7
"1677",2020-11-16,"S08000020","Grampian",7
"1678",2020-11-16,"S08000031","Greater Glasgow and Clyde",82
"1679",2020-11-16,"S12000030","Stirling",9
"1680",2020-11-16,"S12000019","Midlothian",5
"1681",2020-11-16,"S12000014","Falkirk",5
"1682",2020-11-16,"S12000050","North Lanarkshire",21
"1683",2020-11-16,"S12000040","West Lothian",14
"1684",2020-11-16,"S12000018","Inverclyde",2
"1685",2020-11-16,"S12000023","Orkney Islands",0
"1686",2020-11-16,"S12000028","South Ayrshire",19
"1687",2020-11-16,"S12000038","Renfrewshire",17
"1688",2020-11-16,"S12000021","North Ayrshire",12
"1689",2020-11-16,"S08000019","Forth Valley",15
"1690",2020-11-16,"S12000042","Dundee City",6
"1691",2020-11-16,"S12000049","Glasgow City",39
"1692",2020-11-16,"S12000010","East Lothian",2
"1693",2020-11-23,"S12000042","Dundee City",9
"1694",2020-11-23,"S12000047","Fife",11
"1695",2020-11-23,"S12000049","Glasgow City",51
"1696",2020-11-23,"S12000023","Orkney Islands",0
"1697",2020-11-23,"S08000031","Greater Glasgow and Clyde",82
"1698",2020-11-23,"S12000010","East Lothian",0
"1699",2020-11-23,"S92000003","Scotland",252
"1700",2020-11-23,"S12000021","North Ayrshire",8
"1701",2020-11-23,"S12000048","Perth and Kinross",7
"1702",2020-11-23,"S12000014","Falkirk",5
"1703",2020-11-23,"S08000016","Borders",2
"1704",2020-11-23,"S12000019","Midlothian",3
"1705",2020-11-23,"S12000028","South Ayrshire",18
"1706",2020-11-23,"S12000033","Aberdeen City",7
"1707",2020-11-23,"S12000013","Na h-Eileanan Siar",0
"1708",2020-11-23,"S12000005","Clackmannanshire",0
"1709",2020-11-23,"S12000045","East Dunbartonshire",6
"1710",2020-11-23,"S08000020","Grampian",7
"1711",2020-11-23,"S08000029","Fife",11
"1712",2020-11-23,"S08000022","Highland",0
"1713",2020-11-23,"S12000006","Dumfries and Galloway",5
"1714",2020-11-23,"S12000011","East Renfrewshire",3
"1715",2020-11-23,"S12000035","Argyll and Bute",0
"1716",2020-11-23,"S12000050","North Lanarkshire",24
"1717",2020-11-23,"S08000024","Lothian",28
"1718",2020-11-23,"S12000018","Inverclyde",1
"1719",2020-11-23,"S12000036","City of Edinburgh",6
"1720",2020-11-23,"S12000027","Shetland Islands",0
"1721",2020-11-23,"S12000038","Renfrewshire",17
"1722",2020-11-23,"S12000020","Moray",0
"1723",2020-11-23,"S08000026","Shetland",0
"1724",2020-11-23,"S08000017","Dumfries and Galloway",5
"1725",2020-11-23,"S12000040","West Lothian",19
"1726",2020-11-23,"S12000041","Angus",3
"1727",2020-11-23,"S08000028","Western Isles",0
"1728",2020-11-23,"S12000026","Scottish Borders",2
"1729",2020-11-23,"S12000017","Highland",0
"1730",2020-11-23,"S12000030","Stirling",8
"1731",2020-11-23,"S08000025","Orkney",0
"1732",2020-11-23,"S12000039","West Dunbartonshire",4
"1733",2020-11-23,"S08000019","Forth Valley",13
"1734",2020-11-23,"S12000008","East Ayrshire",5
"1735",2020-11-23,"S08000030","Tayside",19
"1736",2020-11-23,"S12000029","South Lanarkshire",30
"1737",2020-11-23,"S08000015","Ayrshire and Arran",31
"1738",2020-11-23,"S08000032","Lanarkshire",54
"1739",2020-11-23,"S12000034","Aberdeenshire",0
"1740",2020-11-30,"S12000029","South Lanarkshire",32
"1741",2020-11-30,"S08000015","Ayrshire and Arran",34
"1742",2020-11-30,"S08000026","Shetland",0
"1743",2020-11-30,"S08000022","Highland",2
"1744",2020-11-30,"S12000008","East Ayrshire",8
"1745",2020-11-30,"S08000030","Tayside",18
"1746",2020-11-30,"S08000025","Orkney",0
"1747",2020-11-30,"S12000048","Perth and Kinross",8
"1748",2020-11-30,"S12000027","Shetland Islands",0
"1749",2020-11-30,"S08000032","Lanarkshire",54
"1750",2020-11-30,"S12000047","Fife",4
"1751",2020-11-30,"S12000020","Moray",0
"1752",2020-11-30,"S08000028","Western Isles",0
"1753",2020-11-30,"S08000017","Dumfries and Galloway",0
"1754",2020-11-30,"S12000026","Scottish Borders",1
"1755",2020-11-30,"S12000041","Angus",1
"1756",2020-11-30,"S08000031","Greater Glasgow and Clyde",73
"1757",2020-11-30,"S08000024","Lothian",29
"1758",2020-11-30,"S08000016","Borders",1
"1759",2020-11-30,"S12000042","Dundee City",9
"1760",2020-11-30,"S12000030","Stirling",4
"1761",2020-11-30,"S12000023","Orkney Islands",0
"1762",2020-11-30,"S12000035","Argyll and Bute",2
"1763",2020-11-30,"S08000019","Forth Valley",8
"1764",2020-11-30,"S92000003","Scotland",233
"1765",2020-11-30,"S12000021","North Ayrshire",12
"1766",2020-11-30,"S12000038","Renfrewshire",22
"1767",2020-11-30,"S12000028","South Ayrshire",14
"1768",2020-11-30,"S08000029","Fife",4
"1769",2020-11-30,"S12000049","Glasgow City",38
"1770",2020-11-30,"S12000006","Dumfries and Galloway",0
"1771",2020-11-30,"S12000040","West Lothian",20
"1772",2020-11-30,"S12000036","City of Edinburgh",7
"1773",2020-11-30,"S12000045","East Dunbartonshire",5
"1774",2020-11-30,"S12000013","Na h-Eileanan Siar",0
"1775",2020-11-30,"S12000019","Midlothian",1
"1776",2020-11-30,"S12000017","Highland",0
"1777",2020-11-30,"S12000014","Falkirk",2
"1778",2020-11-30,"S12000010","East Lothian",1
"1779",2020-11-30,"S12000050","North Lanarkshire",22
"1780",2020-11-30,"S12000005","Clackmannanshire",2
"1781",2020-11-30,"S12000011","East Renfrewshire",4
"1782",2020-11-30,"S12000018","Inverclyde",0
"1783",2020-11-30,"S12000034","Aberdeenshire",1
"1784",2020-11-30,"S12000039","West Dunbartonshire",4
"1785",2020-11-30,"S08000020","Grampian",10
"1786",2020-11-30,"S12000033","Aberdeen City",9
"1787",2020-12-07,"S12000008","East Ayrshire",7
"1788",2020-12-07,"S12000030","Stirling",4
"1789",2020-12-07,"S08000022","Highland",2
"1790",2020-12-07,"S12000039","West Dunbartonshire",5
"1791",2020-12-07,"S12000026","Scottish Borders",2
"1792",2020-12-07,"S08000025","Orkney",0
"1793",2020-12-07,"S12000048","Perth and Kinross",7
"1794",2020-12-07,"S12000047","Fife",12
"1795",2020-12-07,"S12000035","Argyll and Bute",2
"1796",2020-12-07,"S12000019","Midlothian",9
"1797",2020-12-07,"S12000041","Angus",3
"1798",2020-12-07,"S12000020","Moray",0
"1799",2020-12-07,"S08000024","Lothian",40
"1800",2020-12-07,"S08000017","Dumfries and Galloway",1
"1801",2020-12-07,"S08000015","Ayrshire and Arran",28
"1802",2020-12-07,"S12000027","Shetland Islands",0
"1803",2020-12-07,"S08000030","Tayside",10
"1804",2020-12-07,"S12000013","Na h-Eileanan Siar",0
"1805",2020-12-07,"S08000026","Shetland",0
"1806",2020-12-07,"S08000019","Forth Valley",6
"1807",2020-12-07,"S92000003","Scotland",227
"1808",2020-12-07,"S12000042","Dundee City",0
"1809",2020-12-07,"S12000050","North Lanarkshire",14
"1810",2020-12-07,"S12000021","North Ayrshire",13
"1811",2020-12-07,"S12000028","South Ayrshire",8
"1812",2020-12-07,"S12000029","South Lanarkshire",34
"1813",2020-12-07,"S08000028","Western Isles",0
"1814",2020-12-07,"S12000005","Clackmannanshire",1
"1815",2020-12-07,"S12000049","Glasgow City",30
"1816",2020-12-07,"S12000038","Renfrewshire",15
"1817",2020-12-07,"S12000023","Orkney Islands",0
"1818",2020-12-07,"S08000020","Grampian",18
"1819",2020-12-07,"S12000014","Falkirk",1
"1820",2020-12-07,"S08000016","Borders",2
"1821",2020-12-07,"S12000036","City of Edinburgh",19
"1822",2020-12-07,"S12000018","Inverclyde",3
"1823",2020-12-07,"S12000010","East Lothian",0
"1824",2020-12-07,"S12000017","Highland",0
"1825",2020-12-07,"S12000011","East Renfrewshire",5
"1826",2020-12-07,"S12000006","Dumfries and Galloway",1
"1827",2020-12-07,"S12000045","East Dunbartonshire",2
"1828",2020-12-07,"S12000040","West Lothian",12
"1829",2020-12-07,"S08000029","Fife",12
"1830",2020-12-07,"S08000031","Greater Glasgow and Clyde",60
"1831",2020-12-07,"S12000034","Aberdeenshire",11
"1832",2020-12-07,"S08000032","Lanarkshire",48
"1833",2020-12-07,"S12000033","Aberdeen City",7
"1834",2020-12-14,"S12000026","Scottish Borders",5
"1835",2020-12-14,"S12000029","South Lanarkshire",25
"1836",2020-12-14,"S12000027","Shetland Islands",0
"1837",2020-12-14,"S12000018","Inverclyde",1
"1838",2020-12-14,"S12000010","East Lothian",0
"1839",2020-12-14,"S08000028","Western Isles",0
"1840",2020-12-14,"S08000020","Grampian",20
"1841",2020-12-14,"S12000030","Stirling",5
"1842",2020-12-14,"S12000019","Midlothian",10
"1843",2020-12-14,"S12000017","Highland",0
"1844",2020-12-14,"S08000019","Forth Valley",7
"1845",2020-12-14,"S08000015","Ayrshire and Arran",22
"1846",2020-12-14,"S12000038","Renfrewshire",12
"1847",2020-12-14,"S92000003","Scotland",208
"1848",2020-12-14,"S08000026","Shetland",0
"1849",2020-12-14,"S08000025","Orkney",0
"1850",2020-12-14,"S12000008","East Ayrshire",7
"1851",2020-12-14,"S12000034","Aberdeenshire",8
"1852",2020-12-14,"S12000035","Argyll and Bute",2
"1853",2020-12-14,"S08000032","Lanarkshire",37
"1854",2020-12-14,"S08000016","Borders",5
"1855",2020-12-14,"S12000047","Fife",12
"1856",2020-12-14,"S12000033","Aberdeen City",12
"1857",2020-12-14,"S12000013","Na h-Eileanan Siar",0
"1858",2020-12-14,"S08000031","Greater Glasgow and Clyde",60
"1859",2020-12-14,"S12000021","North Ayrshire",11
"1860",2020-12-14,"S12000050","North Lanarkshire",12
"1861",2020-12-14,"S08000022","Highland",2
"1862",2020-12-14,"S12000014","Falkirk",1
"1863",2020-12-14,"S12000006","Dumfries and Galloway",0
"1864",2020-12-14,"S12000039","West Dunbartonshire",4
"1865",2020-12-14,"S12000036","City of Edinburgh",12
"1866",2020-12-14,"S12000049","Glasgow City",32
"1867",2020-12-14,"S08000030","Tayside",11
"1868",2020-12-14,"S12000005","Clackmannanshire",1
"1869",2020-12-14,"S12000020","Moray",0
"1870",2020-12-14,"S12000023","Orkney Islands",0
"1871",2020-12-14,"S12000048","Perth and Kinross",8
"1872",2020-12-14,"S12000041","Angus",1
"1873",2020-12-14,"S12000045","East Dunbartonshire",4
"1874",2020-12-14,"S08000029","Fife",12
"1875",2020-12-14,"S08000017","Dumfries and Galloway",0
"1876",2020-12-14,"S12000040","West Lothian",10
"1877",2020-12-14,"S12000028","South Ayrshire",4
"1878",2020-12-14,"S12000042","Dundee City",2
"1879",2020-12-14,"S08000024","Lothian",32
"1880",2020-12-14,"S12000011","East Renfrewshire",7
"1881",2020-12-21,"S08000024","Lothian",24
"1882",2020-12-21,"S12000023","Orkney Islands",0
"1883",2020-12-21,"S12000047","Fife",23
"1884",2020-12-21,"S12000008","East Ayrshire",7
"1885",2020-12-21,"S12000026","Scottish Borders",1
"1886",2020-12-21,"S12000040","West Lothian",6
"1887",2020-12-21,"S12000018","Inverclyde",1
"1888",2020-12-21,"S12000039","West Dunbartonshire",2
"1889",2020-12-21,"S12000011","East Renfrewshire",6
"1890",2020-12-21,"S08000016","Borders",1
"1891",2020-12-21,"S12000029","South Lanarkshire",16
"1892",2020-12-21,"S12000041","Angus",2
"1893",2020-12-21,"S12000005","Clackmannanshire",7
"1894",2020-12-21,"S12000042","Dundee City",0
"1895",2020-12-21,"S12000013","Na h-Eileanan Siar",0
"1896",2020-12-21,"S08000020","Grampian",16
"1897",2020-12-21,"S12000036","City of Edinburgh",11
"1898",2020-12-21,"S08000025","Orkney",0
"1899",2020-12-21,"S12000038","Renfrewshire",15
"1900",2020-12-21,"S08000028","Western Isles",0
"1901",2020-12-21,"S12000010","East Lothian",3
"1902",2020-12-21,"S08000019","Forth Valley",13
"1903",2020-12-21,"S12000049","Glasgow City",26
"1904",2020-12-21,"S08000032","Lanarkshire",37
"1905",2020-12-21,"S08000030","Tayside",14
"1906",2020-12-21,"S12000034","Aberdeenshire",9
"1907",2020-12-21,"S12000020","Moray",0
"1908",2020-12-21,"S08000022","Highland",3
"1909",2020-12-21,"S12000021","North Ayrshire",7
"1910",2020-12-21,"S12000045","East Dunbartonshire",1
"1911",2020-12-21,"S08000015","Ayrshire and Arran",21
"1912",2020-12-21,"S92000003","Scotland",203
"1913",2020-12-21,"S08000026","Shetland",0
"1914",2020-12-21,"S08000017","Dumfries and Galloway",0
"1915",2020-12-21,"S12000035","Argyll and Bute",3
"1916",2020-12-21,"S12000006","Dumfries and Galloway",0
"1917",2020-12-21,"S12000050","North Lanarkshire",21
"1918",2020-12-21,"S08000029","Fife",23
"1919",2020-12-21,"S12000027","Shetland Islands",0
"1920",2020-12-21,"S12000030","Stirling",4
"1921",2020-12-21,"S12000028","South Ayrshire",7
"1922",2020-12-21,"S12000048","Perth and Kinross",12
"1923",2020-12-21,"S12000017","Highland",0
"1924",2020-12-21,"S08000031","Greater Glasgow and Clyde",51
"1925",2020-12-21,"S12000014","Falkirk",2
"1926",2020-12-21,"S12000033","Aberdeen City",7
"1927",2020-12-21,"S12000019","Midlothian",4
"1928",2020-12-28,"S12000013","Na h-Eileanan Siar",0
"1929",2020-12-28,"S12000026","Scottish Borders",9
"1930",2020-12-28,"S12000045","East Dunbartonshire",6
"1931",2020-12-28,"S12000005","Clackmannanshire",2
"1932",2020-12-28,"S08000030","Tayside",16
"1933",2020-12-28,"S12000034","Aberdeenshire",7
"1934",2020-12-28,"S08000019","Forth Valley",6
"1935",2020-12-28,"S12000010","East Lothian",2
"1936",2020-12-28,"S12000014","Falkirk",2
"1937",2020-12-28,"S08000029","Fife",16
"1938",2020-12-28,"S12000038","Renfrewshire",6
"1939",2020-12-28,"S12000006","Dumfries and Galloway",0
"1940",2020-12-28,"S12000039","West Dunbartonshire",5
"1941",2020-12-28,"S12000033","Aberdeen City",8
"1942",2020-12-28,"S12000018","Inverclyde",1
"1943",2020-12-28,"S12000030","Stirling",2
"1944",2020-12-28,"S12000042","Dundee City",5
"1945",2020-12-28,"S12000029","South Lanarkshire",14
"1946",2020-12-28,"S12000017","Highland",0
"1947",2020-12-28,"S12000041","Angus",2
"1948",2020-12-28,"S12000023","Orkney Islands",0
"1949",2020-12-28,"S12000028","South Ayrshire",7
"1950",2020-12-28,"S08000031","Greater Glasgow and Clyde",44
"1951",2020-12-28,"S08000032","Lanarkshire",28
"1952",2020-12-28,"S12000049","Glasgow City",21
"1953",2020-12-28,"S08000028","Western Isles",0
"1954",2020-12-28,"S12000011","East Renfrewshire",5
"1955",2020-12-28,"S12000036","City of Edinburgh",24
"1956",2020-12-28,"S08000025","Orkney",0
"1957",2020-12-28,"S12000021","North Ayrshire",6
"1958",2020-12-28,"S08000022","Highland",2
"1959",2020-12-28,"S92000003","Scotland",187
"1960",2020-12-28,"S12000047","Fife",16
"1961",2020-12-28,"S12000040","West Lothian",5
"1962",2020-12-28,"S08000016","Borders",9
"1963",2020-12-28,"S08000017","Dumfries and Galloway",0
"1964",2020-12-28,"S08000020","Grampian",15
"1965",2020-12-28,"S12000027","Shetland Islands",0
"1966",2020-12-28,"S08000024","Lothian",32
"1967",2020-12-28,"S08000026","Shetland",0
"1968",2020-12-28,"S12000020","Moray",0
"1969",2020-12-28,"S12000035","Argyll and Bute",2
"1970",2020-12-28,"S12000048","Perth and Kinross",9
"1971",2020-12-28,"S12000019","Midlothian",1
"1972",2020-12-28,"S08000015","Ayrshire and Arran",19
"1973",2020-12-28,"S12000050","North Lanarkshire",14
"1974",2020-12-28,"S12000008","East Ayrshire",6
"1975",2021-01-04,"S08000022","Highland",1
"1976",2021-01-04,"S08000016","Borders",3
"1977",2021-01-04,"S12000033","Aberdeen City",20
"1978",2021-01-04,"S08000024","Lothian",52
"1979",2021-01-04,"S08000030","Tayside",25
"1980",2021-01-04,"S12000020","Moray",1
"1981",2021-01-04,"S12000018","Inverclyde",10
"1982",2021-01-04,"S12000026","Scottish Borders",3
"1983",2021-01-04,"S08000031","Greater Glasgow and Clyde",111
"1984",2021-01-04,"S12000050","North Lanarkshire",53
"1985",2021-01-04,"S12000048","Perth and Kinross",13
"1986",2021-01-04,"S12000023","Orkney Islands",0
"1987",2021-01-04,"S08000026","Shetland",0
"1988",2021-01-04,"S12000045","East Dunbartonshire",6
"1989",2021-01-04,"S12000014","Falkirk",11
"1990",2021-01-04,"S12000049","Glasgow City",50
"1991",2021-01-04,"S12000005","Clackmannanshire",2
"1992",2021-01-04,"S12000042","Dundee City",8
"1993",2021-01-04,"S12000006","Dumfries and Galloway",4
"1994",2021-01-04,"S92000003","Scotland",392
"1995",2021-01-04,"S12000047","Fife",28
"1996",2021-01-04,"S08000020","Grampian",37
"1997",2021-01-04,"S12000036","City of Edinburgh",34
"1998",2021-01-04,"S12000011","East Renfrewshire",7
"1999",2021-01-04,"S12000008","East Ayrshire",17
"2000",2021-01-04,"S12000038","Renfrewshire",34
"2001",2021-01-04,"S08000029","Fife",28
"2002",2021-01-04,"S12000034","Aberdeenshire",16
"2003",2021-01-04,"S12000028","South Ayrshire",0
